date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2021-09-15,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1275.0
2021-09-15,Nairobi,Wakulima (Nairobi),vegetables and fruits,Onions (dry),Wholesale,481.0
2021-09-15,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,Wholesale,7612.0
2021-09-15,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",Wholesale,5400.0
2021-09-15,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1413.0
2021-09-15,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),Wholesale,5500.0
2021-09-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (red),Wholesale,6750.0
2021-09-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),Wholesale,6795.0
2021-09-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (kidney),Wholesale,7353.0
2021-09-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),Wholesale,8615.0
2021-09-15,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,Wholesale,5400.0
2021-09-15,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,Wholesale,11970.0
2021-09-15,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,Wholesale,1875.0
2021-09-15,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),Wholesale,683.0
2021-09-15,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,Wholesale,2571.0
2021-09-15,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",Wholesale,2700.0
2021-09-15,Baringo,Marigat town (Baringo),cereals and tubers,Millet (finger),Wholesale,7200.0
2021-09-15,Baringo,Marigat town (Baringo),cereals and tubers,"Potatoes (Irish, white)",Wholesale,3500.0
2021-09-15,Baringo,Marigat town (Baringo),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-09-15,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-09-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dolichos),Wholesale,8100.0
2021-09-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (kidney),Wholesale,8100.0
2021-09-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),Wholesale,8100.0
2021-09-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),Wholesale,10800.0
2021-09-15,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-09-15,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-09-15,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,Wholesale,1500.0
2021-09-15,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),Wholesale,650.0
2021-09-15,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,Wholesale,3200.0
2021-09-15,Nakuru,Nakuru,cereals and tubers,Maize,Wholesale,29.88
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",Wholesale,2670.0
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Millet (finger),Wholesale,10088.0
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1300.0
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice (aromatic),Wholesale,5600.0
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (red),Wholesale,4525.0
2021-09-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),Wholesale,4500.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),Wholesale,5725.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (kidney),Wholesale,6300.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (mung),Wholesale,10899.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),Wholesale,7155.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),Wholesale,5400.0
2021-09-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-09-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Cabbage,Wholesale,4056.0
2021-09-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,Wholesale,527.0
2021-09-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-09-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,Wholesale,3696.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,28.9
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Maize (white, dry)",Wholesale,3272.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",Wholesale,906.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),Wholesale,4835.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum (red),Wholesale,4416.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dolichos),Wholesale,12375.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (rosecoco),Wholesale,10125.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (yellow),Wholesale,10350.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Cabbage,Wholesale,5040.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),Wholesale,693.0
2021-09-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,Wholesale,4533.0
2021-09-15,West Pokot,Lomut (West Pokot),cereals and tubers,Millet (finger),Wholesale,8100.0
2021-09-15,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, red)",Wholesale,2000.0
2021-09-15,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2000.0
2021-09-15,West Pokot,Lomut (West Pokot),cereals and tubers,Sorghum (red),Wholesale,3780.0
2021-09-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-09-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (yellow),Wholesale,11340.0
2021-09-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,Wholesale,3528.0
2021-09-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,Wholesale,1833.0
2021-09-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Tomatoes,Wholesale,2666.0
2021-09-15,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",Wholesale,2795.0
2021-09-15,West Pokot,Makutano (West Pokot),cereals and tubers,Millet (finger),Wholesale,8267.0
2021-09-15,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",Wholesale,788.0
2021-09-15,West Pokot,Makutano (West Pokot),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-09-15,West Pokot,Makutano (West Pokot),cereals and tubers,Sorghum (red),Wholesale,4548.0
2021-09-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (dolichos),Wholesale,13500.0
2021-09-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (kidney),Wholesale,6849.0
2021-09-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,6498.0
2021-09-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (yellow),Wholesale,15000.0
2021-09-15,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,Wholesale,12600.0
2021-09-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,Wholesale,2048.0
2021-09-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,Wholesale,700.0
2021-09-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),Wholesale,918.0
2021-09-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Tomatoes,Wholesale,4580.0
2021-10-15,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1175.0
2021-10-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,Wholesale,1487.0
2021-10-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,Wholesale,667.0
2021-10-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),Wholesale,693.0
2021-10-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,Wholesale,3328.0
2021-10-15,Mombasa,Kongowea (Mombasa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1340.0
2021-10-15,Mombasa,Kongowea (Mombasa),pulses and nuts,Beans (yellow),Wholesale,7002.0
2021-10-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Cabbage,Wholesale,2581.0
2021-10-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Kale,Wholesale,1379.0
2021-10-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Onions (dry),Wholesale,744.0
2021-10-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Tomatoes,Wholesale,4006.0
2021-10-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,35.05
2021-10-15,Kitui,Kitui town (Kitui),cereals and tubers,"Maize (white, dry)",Wholesale,2975.0
2021-10-15,Kitui,Kitui town (Kitui),cereals and tubers,Millet (finger),Wholesale,8748.0
2021-10-15,Kitui,Kitui town (Kitui),cereals and tubers,"Potatoes (Irish, white)",Wholesale,793.0
2021-10-15,Kitui,Kitui town (Kitui),cereals and tubers,Sorghum (red),Wholesale,4725.0
2021-10-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (dolichos),Wholesale,8249.0
2021-10-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (kidney),Wholesale,6498.0
2021-10-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (mung),Wholesale,10998.0
2021-10-15,Kitui,Kitui town (Kitui),pulses and nuts,Beans (yellow),Wholesale,8951.0
2021-10-15,Kitui,Kitui town (Kitui),pulses and nuts,Cowpeas,Wholesale,8199.0
2021-10-15,Kitui,Kitui town (Kitui),vegetables and fruits,Cabbage,Wholesale,2079.0
2021-10-15,Kitui,Kitui town (Kitui),vegetables and fruits,Kale,Wholesale,1250.0
2021-10-15,Kitui,Kitui town (Kitui),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-10-15,Kitui,Kitui town (Kitui),vegetables and fruits,Tomatoes,Wholesale,2250.0
2021-10-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,Millet (finger),Wholesale,7200.0
2021-10-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1167.0
2021-10-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1167.0
2021-10-15,Machakos,Tala Centre Market (Machakos),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-10-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (dolichos),Wholesale,9000.0
2021-10-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (kidney),Wholesale,6863.0
2021-10-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (rosecoco),Wholesale,6863.0
2021-10-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Beans (yellow),Wholesale,8663.0
2021-10-15,Machakos,Tala Centre Market (Machakos),pulses and nuts,Cowpeas,Wholesale,6300.0
2021-10-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Cabbage,Wholesale,2284.0
2021-10-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Kale,Wholesale,1250.0
2021-10-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Onions (dry),Wholesale,832.0
2021-10-15,Machakos,Tala Centre Market (Machakos),vegetables and fruits,Tomatoes,Wholesale,2852.0
2021-10-15,Makueni,Kathonzweni (Makueni),cereals and tubers,"Maize (white, dry)",Wholesale,2520.0
2021-10-15,Makueni,Kathonzweni (Makueni),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2167.0
2021-10-15,Makueni,Kathonzweni (Makueni),pulses and nuts,Beans (mung),Wholesale,9000.0
2021-10-15,Makueni,Kathonzweni (Makueni),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-10-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Cabbage,Wholesale,3675.0
2021-10-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Onions (dry),Wholesale,650.0
2021-10-15,Makueni,Kathonzweni (Makueni),vegetables and fruits,Tomatoes,Wholesale,2773.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Maize (white, dry)",Wholesale,2438.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Millet (finger),Wholesale,6300.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1125.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1125.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (red),Wholesale,6375.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),cereals and tubers,Sorghum (white),Wholesale,6225.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (kidney),Wholesale,7200.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Beans (yellow),Wholesale,8250.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),pulses and nuts,Cowpeas,Wholesale,6525.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Cabbage,Wholesale,3780.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Kale,Wholesale,1250.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-10-15,Meru South,Kaanwa (Tharaka Nithi),vegetables and fruits,Tomatoes,Wholesale,3307.0
2021-10-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Maize (white, dry)",Wholesale,2644.0
2021-10-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Millet (finger),Wholesale,9000.0
2021-10-15,Nairobi,Kangemi (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1333.0
2021-10-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice (aromatic),Wholesale,7703.0
2021-10-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum (red),Wholesale,7200.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dolichos),Wholesale,11700.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (kidney),Wholesale,9000.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (mung),Wholesale,10800.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (rosecoco),Wholesale,8715.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (yellow),Wholesale,9338.0
2021-10-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Cowpeas,Wholesale,6300.0
2021-10-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Cabbage,Wholesale,1836.0
2021-10-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Onions (dry),Wholesale,886.0
2021-10-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Tomatoes,Wholesale,3806.0
2021-10-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Maize (white, dry)",Wholesale,3353.0
2021-10-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Millet (finger),Wholesale,8100.0
2021-10-15,Nairobi,Kitengela (Kajiado),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1150.0
2021-10-15,Nairobi,Kitengela (Kajiado),cereals and tubers,Rice (aromatic),Wholesale,6500.0
2021-10-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (dolichos),Wholesale,8298.0
2021-10-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (kidney),Wholesale,7200.0
2021-10-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (mung),Wholesale,11250.0
2021-10-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-10-15,Nairobi,Kitengela (Kajiado),pulses and nuts,Beans (yellow),Wholesale,8550.0
2021-10-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Cabbage,Wholesale,2016.0
2021-10-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Kale,Wholesale,1500.0
2021-10-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Onions (dry),Wholesale,715.0
2021-10-15,Nairobi,Kitengela (Kajiado),vegetables and fruits,Tomatoes,Wholesale,4000.0
2021-10-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,32.23
2021-10-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,64.79
2021-10-15,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1850.0
2021-10-15,Nairobi,Wakulima (Nairobi),cereals and tubers,"Potatoes (Irish, white)",Wholesale,2506.0
2021-10-15,Nairobi,Wakulima (Nairobi),vegetables and fruits,Onions (dry),Wholesale,504.0
2021-10-15,Nairobi,Wakulima (Nairobi),vegetables and fruits,Tomatoes,Wholesale,6178.0
2021-10-15,Garissa,Garissa town (Garissa),cereals and tubers,"Maize (white, dry)",Wholesale,5040.0
2021-10-15,Garissa,Garissa town (Garissa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1000.0
2021-10-15,Garissa,Garissa town (Garissa),cereals and tubers,Rice (aromatic),Wholesale,5750.0
2021-10-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (red),Wholesale,6750.0
2021-10-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum (white),Wholesale,6941.0
2021-10-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (kidney),Wholesale,7320.0
2021-10-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-10-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (yellow),Wholesale,8269.0
2021-10-15,Garissa,Garissa town (Garissa),pulses and nuts,Cowpeas,Wholesale,5355.0
2021-10-15,Garissa,Garissa town (Garissa),vegetables and fruits,Cabbage,Wholesale,11550.0
2021-10-15,Garissa,Garissa town (Garissa),vegetables and fruits,Kale,Wholesale,1681.0
2021-10-15,Garissa,Garissa town (Garissa),vegetables and fruits,Onions (dry),Wholesale,780.0
2021-10-15,Garissa,Garissa town (Garissa),vegetables and fruits,Tomatoes,Wholesale,3146.0
2021-10-15,Mandera,Takaba (Mandera),cereals and tubers,"Maize (white, dry)",Wholesale,3960.0
2021-10-15,Mandera,Takaba (Mandera),pulses and nuts,Beans (rosecoco),Wholesale,7200.0
2021-10-15,Mandera,Takaba (Mandera),pulses and nuts,Beans (yellow),Wholesale,9000.0
2021-10-15,Baringo,Marigat town (Baringo),cereals and tubers,"Maize (white, dry)",Wholesale,2700.0
2021-10-15,Baringo,Marigat town (Baringo),cereals and tubers,Millet (finger),Wholesale,7200.0
2021-10-15,Baringo,Marigat town (Baringo),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-10-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dolichos),Wholesale,8100.0
2021-10-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (kidney),Wholesale,8100.0
2021-10-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (rosecoco),Wholesale,8269.0
2021-10-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (yellow),Wholesale,10800.0
2021-10-15,Baringo,Marigat town (Baringo),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-10-15,Baringo,Marigat town (Baringo),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-10-15,Baringo,Marigat town (Baringo),vegetables and fruits,Kale,Wholesale,1500.0
2021-10-15,Baringo,Marigat town (Baringo),vegetables and fruits,Onions (dry),Wholesale,650.0
2021-10-15,Baringo,Marigat town (Baringo),vegetables and fruits,Tomatoes,Wholesale,3200.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Maize (white, dry)",Wholesale,2601.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Millet (finger),Wholesale,8831.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1375.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Rice (aromatic),Wholesale,6217.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (red),Wholesale,4500.0
2021-10-15,Nakuru,Wakulima (Nakuru),cereals and tubers,Sorghum (white),Wholesale,4500.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (dolichos),Wholesale,5598.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (kidney),Wholesale,6019.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (mung),Wholesale,12270.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (rosecoco),Wholesale,7088.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Beans (yellow),Wholesale,5400.0
2021-10-15,Nakuru,Wakulima (Nakuru),pulses and nuts,Cowpeas,Wholesale,8100.0
2021-10-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Cabbage,Wholesale,2843.0
2021-10-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Kale,Wholesale,462.0
2021-10-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Onions (dry),Wholesale,772.0
2021-10-15,Nakuru,Wakulima (Nakuru),vegetables and fruits,Tomatoes,Wholesale,3899.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,28.68
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Maize (white, dry)",Wholesale,3450.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1359.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Rice (aromatic),Wholesale,4883.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum (red),Wholesale,4716.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum (white),Wholesale,7200.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dolichos),Wholesale,11700.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (yellow),Wholesale,10050.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Cabbage,Wholesale,5040.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Kale,Wholesale,4000.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Onions (dry),Wholesale,831.0
2021-10-15,Uasin Gishu,Eldoret town (Uasin Gishu),vegetables and fruits,Tomatoes,Wholesale,4960.0
2021-10-15,West Pokot,Lomut (West Pokot),cereals and tubers,Millet (finger),Wholesale,10800.0
2021-10-15,West Pokot,Lomut (West Pokot),cereals and tubers,"Potatoes (Irish, red)",Wholesale,2000.0
2021-10-15,West Pokot,Lomut (West Pokot),cereals and tubers,Sorghum (red),Wholesale,3780.0
2021-10-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,7601.0
2021-10-15,West Pokot,Lomut (West Pokot),pulses and nuts,Beans (yellow),Wholesale,11340.0
2021-10-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Cabbage,Wholesale,4410.0
2021-10-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Kale,Wholesale,1668.0
2021-10-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Onions (dry),Wholesale,650.0
2021-10-15,West Pokot,Lomut (West Pokot),vegetables and fruits,Tomatoes,Wholesale,2880.0
2021-10-15,West Pokot,Makutano (West Pokot),cereals and tubers,"Maize (white, dry)",Wholesale,2809.0
2021-10-15,West Pokot,Makutano (West Pokot),cereals and tubers,Millet (finger),Wholesale,8616.0
2021-10-15,West Pokot,Makutano (West Pokot),cereals and tubers,"Potatoes (Irish, white)",Wholesale,759.0
2021-10-15,West Pokot,Makutano (West Pokot),cereals and tubers,Rice (aromatic),Wholesale,5000.0
2021-10-15,West Pokot,Makutano (West Pokot),cereals and tubers,Sorghum (red),Wholesale,4950.0
2021-10-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (dolichos),Wholesale,6525.0
2021-10-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (kidney),Wholesale,6498.0
2021-10-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (rosecoco),Wholesale,6498.0
2021-10-15,West Pokot,Makutano (West Pokot),pulses and nuts,Beans (yellow),Wholesale,7497.0
2021-10-15,West Pokot,Makutano (West Pokot),pulses and nuts,Cowpeas,Wholesale,10350.0
2021-10-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Cabbage,Wholesale,2375.0
2021-10-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Kale,Wholesale,663.0
2021-10-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Onions (dry),Wholesale,886.0
2021-10-15,West Pokot,Makutano (West Pokot),vegetables and fruits,Tomatoes,Wholesale,3808.0
2021-11-15,Nyeri,Karatina (Nyeri),cereals and tubers,"Maize (white, dry)",Wholesale,3204.0
2021-11-15,Nyeri,Karatina (Nyeri),cereals and tubers,Millet (finger),Wholesale,8100.0
2021-11-15,Nyeri,Karatina (Nyeri),cereals and tubers,"Potatoes (Irish, red)",Wholesale,1488.33
2021-11-15,Nyeri,Karatina (Nyeri),cereals and tubers,Sorghum (red),Wholesale,5400.0
2021-11-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Cabbage,Wholesale,1058.4
2021-11-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Kale,Wholesale,708.33
2021-11-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Onions (dry),Wholesale,693.33
2021-11-15,Nyeri,Karatina (Nyeri),vegetables and fruits,Tomatoes,Wholesale,3360.0
2021-11-15,Mombasa,Kongowea (Mombasa),cereals and tubers,"Potatoes (Irish, white)",Wholesale,1335.0
2021-11-15,Mombasa,Kongowea (Mombasa),cereals and tubers,Rice (aromatic),Wholesale,6165.0
2021-11-15,Mombasa,Kongowea (Mombasa),pulses and nuts,Beans (kidney),Wholesale,6048.0
2021-11-15,Mombasa,Kongowea (Mombasa),pulses and nuts,Beans (yellow),Wholesale,6894.0
2021-11-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Cabbage,Wholesale,1940.4
2021-11-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Kale,Wholesale,1102.5
2021-11-15,Mombasa,Kongowea (Mombasa),vegetables and fruits,Onions (dry),Wholesale,798.85
