date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2021-05-15,Turkana,Lodwar town,vegetables and fruits,Bananas,Retail,20.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,Retail,40.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize flour,Retail,70.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Potatoes (Irish),Retail,60.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Sorghum,Retail,50.0
2021-05-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Wheat flour,Retail,70.0
2021-05-15,Turkana,Mogadishu (Kakuma),milk and dairy,Milk (UHT),Retail,77.78
2021-05-15,Turkana,Mogadishu (Kakuma),miscellaneous food,Salt,Retail,15.0
2021-05-15,Turkana,Mogadishu (Kakuma),miscellaneous food,Sugar,Retail,120.0
2021-05-15,Turkana,Mogadishu (Kakuma),oil and fats,Oil (vegetable),Retail,204.44
2021-05-15,Turkana,Mogadishu (Kakuma),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Turkana,Mogadishu (Kakuma),vegetables and fruits,Bananas,Retail,20.0
2021-06-15,Mombasa,Kalahari (Mombasa),cereals and tubers,Maize,Retail,52.5
2021-06-15,Mombasa,Kalahari (Mombasa),cereals and tubers,Maize flour,Retail,55.0
2021-06-15,Mombasa,Kalahari (Mombasa),cereals and tubers,Potatoes (Irish),Retail,90.0
2021-06-15,Mombasa,Kalahari (Mombasa),cereals and tubers,Rice,Retail,100.0
2021-06-15,Mombasa,Kalahari (Mombasa),cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Mombasa,Kalahari (Mombasa),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-06-15,Mombasa,Kalahari (Mombasa),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Mombasa,Kalahari (Mombasa),miscellaneous food,Salt,Retail,10.0
2021-06-15,Mombasa,Kalahari (Mombasa),miscellaneous food,Sugar,Retail,100.0
2021-06-15,Mombasa,Kalahari (Mombasa),oil and fats,Cooking fat,Retail,190.0
2021-06-15,Mombasa,Kalahari (Mombasa),oil and fats,Oil (vegetable),Retail,220.0
2021-06-15,Mombasa,Kalahari (Mombasa),pulses and nuts,Beans (dry),Retail,100.0
2021-06-15,Mombasa,Kalahari (Mombasa),vegetables and fruits,Bananas,Retail,10.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Maize,Retail,40.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Maize flour,Retail,65.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Potatoes (Irish),Retail,60.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Rice,Retail,100.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Sorghum,Retail,50.0
2021-06-15,Marsabit,Marsabit town,cereals and tubers,Wheat flour,Retail,77.5
2021-06-15,Marsabit,Marsabit town,"meat, fish and eggs",Meat (beef),Retail,500.0
2021-06-15,Marsabit,Marsabit town,"meat, fish and eggs",Meat (camel),Retail,500.0
2021-06-15,Marsabit,Marsabit town,milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Marsabit,Marsabit town,milk and dairy,"Milk (camel, fresh)",Retail,120.0
2021-06-15,Marsabit,Marsabit town,miscellaneous food,Salt,Retail,20.0
2021-06-15,Marsabit,Marsabit town,miscellaneous food,Sugar,Retail,110.0
2021-06-15,Marsabit,Marsabit town,oil and fats,Cooking fat,Retail,165.0
2021-06-15,Marsabit,Marsabit town,oil and fats,Oil (vegetable),Retail,250.0
2021-06-15,Marsabit,Marsabit town,pulses and nuts,Beans (dry),Retail,100.0
2021-06-15,Marsabit,Marsabit town,vegetables and fruits,Bananas,Retail,10.0
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Maize,Retail,48.38
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Maize flour,Retail,53.85
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Potatoes (Irish),Retail,52.92
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Rice,Retail,98.33
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Sorghum,Retail,87.5
2021-06-15,Nairobi,Dandora (Nairobi),cereals and tubers,Wheat flour,Retail,65.0
2021-06-15,Nairobi,Dandora (Nairobi),"meat, fish and eggs",Meat (beef),Retail,566.15
2021-06-15,Nairobi,Dandora (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Nairobi,Dandora (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-06-15,Nairobi,Dandora (Nairobi),miscellaneous food,Sugar,Retail,100.0
2021-06-15,Nairobi,Dandora (Nairobi),oil and fats,Oil (vegetable),Retail,197.69
2021-06-15,Nairobi,Dandora (Nairobi),pulses and nuts,Beans (dry),Retail,103.85
2021-06-15,Nairobi,Dandora (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,Retail,47.58
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize flour,Retail,59.2
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum,Retail,77.31
2021-06-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Wheat flour,Retail,66.84
2021-06-15,Nairobi,Kangemi (Nairobi),"meat, fish and eggs",Meat (beef),Retail,547.36
2021-06-15,Nairobi,Kangemi (Nairobi),milk and dairy,Milk (UHT),Retail,51.13
2021-06-15,Nairobi,Kangemi (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,65.0
2021-06-15,Nairobi,Kangemi (Nairobi),miscellaneous food,Salt,Retail,8.62
2021-06-15,Nairobi,Kangemi (Nairobi),miscellaneous food,Sugar,Retail,109.33
2021-06-15,Nairobi,Kangemi (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-06-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dry),Retail,118.74
2021-06-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize,Retail,48.29
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize flour,Retail,54.16
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Sorghum,Retail,78.32
2021-06-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Wheat flour,Retail,64.58
2021-06-15,Nairobi,Kawangware (Nairobi),"meat, fish and eggs",Meat (beef),Retail,550.0
2021-06-15,Nairobi,Kawangware (Nairobi),milk and dairy,Milk (UHT),Retail,50.42
2021-06-15,Nairobi,Kawangware (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,65.0
2021-06-15,Nairobi,Kawangware (Nairobi),miscellaneous food,Salt,Retail,8.62
2021-06-15,Nairobi,Kawangware (Nairobi),miscellaneous food,Sugar,Retail,108.38
2021-06-15,Nairobi,Kawangware (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-06-15,Nairobi,Kawangware (Nairobi),pulses and nuts,Beans (dry),Retail,112.63
2021-06-15,Nairobi,Kawangware (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Maize flour,Retail,55.0
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Potatoes (Irish),Retail,54.62
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Sorghum,Retail,80.0
2021-06-15,Nairobi,Kibra (Nairobi),cereals and tubers,Wheat flour,Retail,65.0
2021-06-15,Nairobi,Kibra (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Nairobi,Kibra (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-06-15,Nairobi,Kibra (Nairobi),miscellaneous food,Sugar,Retail,100.0
2021-06-15,Nairobi,Kibra (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-06-15,Nairobi,Kibra (Nairobi),pulses and nuts,Beans (dry),Retail,113.08
2021-06-15,Nairobi,Kibra (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Maize flour,Retail,58.59
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.67
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Sorghum,Retail,70.0
2021-06-15,Nairobi,Mathare (Nairobi),cereals and tubers,Wheat flour,Retail,69.4
2021-06-15,Nairobi,Mathare (Nairobi),"meat, fish and eggs",Meat (beef),Retail,541.54
2021-06-15,Nairobi,Mathare (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Nairobi,Mathare (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,60.0
2021-06-15,Nairobi,Mathare (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-06-15,Nairobi,Mathare (Nairobi),miscellaneous food,Sugar,Retail,106.33
2021-06-15,Nairobi,Mathare (Nairobi),oil and fats,Cooking fat,Retail,166.31
2021-06-15,Nairobi,Mathare (Nairobi),oil and fats,Oil (vegetable),Retail,210.77
2021-06-15,Nairobi,Mathare (Nairobi),pulses and nuts,Beans (dry),Retail,114.92
2021-06-15,Nairobi,Mathare (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize flour,Retail,60.38
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Potatoes (Irish),Retail,48.85
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Sorghum,Retail,74.04
2021-06-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat (beef),Retail,552.31
2021-06-15,Nairobi,Mukuru (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Nairobi,Mukuru (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-06-15,Nairobi,Mukuru (Nairobi),miscellaneous food,Sugar,Retail,105.9
2021-06-15,Nairobi,Mukuru (Nairobi),oil and fats,Cooking fat,Retail,162.69
2021-06-15,Nairobi,Mukuru (Nairobi),oil and fats,Oil (vegetable),Retail,209.69
2021-06-15,Nairobi,Mukuru (Nairobi),pulses and nuts,Beans (dry),Retail,116.31
2021-06-15,Nairobi,Mukuru (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Maize,Retail,49.24
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Maize flour,Retail,61.48
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Potatoes (Irish),Retail,53.07
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,Retail,81.71
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Sorghum,Retail,50.0
2021-06-15,Garissa,Dagahaley (Daadab),cereals and tubers,Wheat flour,Retail,70.07
2021-06-15,Garissa,Dagahaley (Daadab),miscellaneous food,Salt,Retail,10.25
2021-06-15,Garissa,Dagahaley (Daadab),miscellaneous food,Sugar,Retail,91.64
2021-06-15,Garissa,Dagahaley (Daadab),oil and fats,Oil (vegetable),Retail,198.99
2021-06-15,Garissa,Dagahaley (Daadab),pulses and nuts,Beans (dry),Retail,100.74
2021-06-15,Garissa,Dagahaley (Daadab),vegetables and fruits,Bananas,Retail,9.78
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Maize,Retail,71.67
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Maize flour,Retail,70.0
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Potatoes (Irish),Retail,52.5
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Rice,Retail,80.0
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Sorghum,Retail,100.0
2021-06-15,Garissa,Garissa town (Garissa),cereals and tubers,Wheat flour,Retail,63.33
2021-06-15,Garissa,Garissa town (Garissa),milk and dairy,Milk (UHT),Retail,50.0
2021-06-15,Garissa,Garissa town (Garissa),miscellaneous food,Salt,Retail,20.0
2021-06-15,Garissa,Garissa town (Garissa),miscellaneous food,Sugar,Retail,110.17
2021-06-15,Garissa,Garissa town (Garissa),oil and fats,Cooking fat,Retail,201.67
2021-06-15,Garissa,Garissa town (Garissa),oil and fats,Oil (vegetable),Retail,200.0
2021-06-15,Garissa,Garissa town (Garissa),pulses and nuts,Beans (dry),Retail,121.0
2021-06-15,Garissa,Garissa town (Garissa),vegetables and fruits,Bananas,Retail,10.0
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Maize,Retail,50.0
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Maize flour,Retail,64.35
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Potatoes (Irish),Retail,52.44
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Rice,Retail,87.81
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Sorghum,Retail,30.0
2021-06-15,Garissa,Hagadera (Daadab),cereals and tubers,Wheat flour,Retail,70.43
2021-06-15,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (camel),Retail,490.59
2021-06-15,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (goat),Retail,505.88
2021-06-15,Garissa,Hagadera (Daadab),milk and dairy,Milk (UHT),Retail,58.41
2021-06-15,Garissa,Hagadera (Daadab),miscellaneous food,Salt,Retail,14.29
2021-06-15,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,Retail,98.64
2021-06-15,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),Retail,205.81
2021-06-15,Garissa,Hagadera (Daadab),pulses and nuts,Beans (dry),Retail,93.23
2021-06-15,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Retail,9.81
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Maize,Retail,48.86
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Maize flour,Retail,64.69
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),Retail,57.28
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Rice,Retail,82.87
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Sorghum,Retail,34.62
2021-06-15,Garissa,IFO (Daadab),cereals and tubers,Wheat flour,Retail,73.25
2021-06-15,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (camel),Retail,593.33
2021-06-15,Garissa,IFO (Daadab),milk and dairy,Milk (UHT),Retail,60.0
2021-06-15,Garissa,IFO (Daadab),milk and dairy,"Milk (camel, fresh)",Retail,200.0
2021-06-15,Garissa,IFO (Daadab),miscellaneous food,Salt,Retail,10.0
2021-06-15,Garissa,IFO (Daadab),miscellaneous food,Sugar,Retail,97.64
2021-06-15,Garissa,IFO (Daadab),oil and fats,Oil (vegetable),Retail,217.15
2021-06-15,Garissa,IFO (Daadab),pulses and nuts,Beans (dry),Retail,99.87
2021-06-15,Garissa,IFO (Daadab),vegetables and fruits,Bananas,Retail,9.86
2021-06-15,Wajir,Wajir town,cereals and tubers,Maize,Retail,50.0
2021-06-15,Wajir,Wajir town,cereals and tubers,Maize flour,Retail,75.0
2021-06-15,Wajir,Wajir town,cereals and tubers,Potatoes (Irish),Retail,100.0
2021-06-15,Wajir,Wajir town,cereals and tubers,Rice,Retail,135.0
2021-06-15,Wajir,Wajir town,cereals and tubers,Sorghum,Retail,100.0
2021-06-15,Wajir,Wajir town,cereals and tubers,Wheat flour,Retail,78.75
2021-06-15,Wajir,Wajir town,"meat, fish and eggs",Meat (beef),Retail,500.0
2021-06-15,Wajir,Wajir town,"meat, fish and eggs",Meat (camel),Retail,400.0
2021-06-15,Wajir,Wajir town,milk and dairy,Milk (UHT),Retail,57.5
2021-06-15,Wajir,Wajir town,milk and dairy,"Milk (camel, fresh)",Retail,100.0
2021-06-15,Wajir,Wajir town,miscellaneous food,Salt,Retail,10.0
2021-06-15,Wajir,Wajir town,miscellaneous food,Sugar,Retail,120.0
2021-06-15,Wajir,Wajir town,oil and fats,Cooking fat,Retail,247.5
2021-06-15,Wajir,Wajir town,oil and fats,Oil (vegetable),Retail,240.0
2021-06-15,Wajir,Wajir town,pulses and nuts,Beans (dry),Retail,127.5
2021-06-15,Wajir,Wajir town,vegetables and fruits,Bananas,Retail,17.5
2021-06-15,Baringo,Marigat town (Baringo),cereals and tubers,Maize,Retail,35.0
2021-06-15,Baringo,Marigat town (Baringo),cereals and tubers,Maize flour,Retail,60.0
2021-06-15,Baringo,Marigat town (Baringo),cereals and tubers,Rice,Retail,100.0
2021-06-15,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum,Retail,70.0
2021-06-15,Baringo,Marigat town (Baringo),cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Baringo,Marigat town (Baringo),milk and dairy,Milk (UHT),Retail,60.0
2021-06-15,Baringo,Marigat town (Baringo),miscellaneous food,Salt,Retail,10.0
2021-06-15,Baringo,Marigat town (Baringo),miscellaneous food,Sugar,Retail,100.0
2021-06-15,Baringo,Marigat town (Baringo),oil and fats,Cooking fat,Retail,180.0
2021-06-15,Baringo,Marigat town (Baringo),oil and fats,Oil (vegetable),Retail,250.0
2021-06-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dry),Retail,100.0
2021-06-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,Retail,41.76
2021-06-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize flour,Retail,63.82
2021-06-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-06-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,Retail,102.94
2021-06-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-06-15,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-06-15,Turkana,Ethiopia (Kakuma),milk and dairy,Milk (UHT),Retail,74.12
2021-06-15,Turkana,Ethiopia (Kakuma),miscellaneous food,Salt,Retail,12.94
2021-06-15,Turkana,Ethiopia (Kakuma),miscellaneous food,Sugar,Retail,113.82
2021-06-15,Turkana,Ethiopia (Kakuma),oil and fats,Oil (vegetable),Retail,214.41
2021-06-15,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),Retail,111.76
2021-06-15,Turkana,Ethiopia (Kakuma),vegetables and fruits,Bananas,Retail,20.0
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Maize,Retail,44.17
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Maize flour,Retail,66.35
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Rice,Retail,99.03
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Sorghum,Retail,37.21
2021-06-15,Turkana,HongKong (Kakuma),cereals and tubers,Wheat flour,Retail,69.76
2021-06-15,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-06-15,Turkana,HongKong (Kakuma),milk and dairy,Milk (UHT),Retail,73.92
2021-06-15,Turkana,HongKong (Kakuma),miscellaneous food,Salt,Retail,11.6
2021-06-15,Turkana,HongKong (Kakuma),miscellaneous food,Sugar,Retail,111.25
2021-06-15,Turkana,HongKong (Kakuma),oil and fats,Oil (vegetable),Retail,221.18
2021-06-15,Turkana,HongKong (Kakuma),pulses and nuts,Beans (dry),Retail,107.36
2021-06-15,Turkana,HongKong (Kakuma),vegetables and fruits,Bananas,Retail,20.0
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Maize,Retail,45.15
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Maize flour,Retail,65.1
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Potatoes (Irish),Retail,47.29
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Rice,Retail,101.87
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Sorghum,Retail,30.0
2021-06-15,Turkana,Kakuma 2,cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Turkana,Kakuma 2,"meat, fish and eggs",Meat (camel),Retail,400.0
2021-06-15,Turkana,Kakuma 2,"meat, fish and eggs",Meat (goat),Retail,452.29
2021-06-15,Turkana,Kakuma 2,milk and dairy,Milk (UHT),Retail,75.88
2021-06-15,Turkana,Kakuma 2,miscellaneous food,Salt,Retail,10.73
2021-06-15,Turkana,Kakuma 2,miscellaneous food,Sugar,Retail,114.38
2021-06-15,Turkana,Kakuma 2,oil and fats,Cooking fat,Retail,220.0
2021-06-15,Turkana,Kakuma 2,oil and fats,Oil (vegetable),Retail,193.53
2021-06-15,Turkana,Kakuma 2,pulses and nuts,Beans (dry),Retail,112.71
2021-06-15,Turkana,Kakuma 2,vegetables and fruits,Bananas,Retail,17.94
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Maize,Retail,41.07
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Maize flour,Retail,65.19
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Potatoes (Irish),Retail,46.83
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Rice,Retail,101.17
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Sorghum,Retail,38.33
2021-06-15,Turkana,Kakuma 3,cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Turkana,Kakuma 3,"meat, fish and eggs",Meat (beef),Retail,480.0
2021-06-15,Turkana,Kakuma 3,"meat, fish and eggs",Meat (camel),Retail,400.0
2021-06-15,Turkana,Kakuma 3,"meat, fish and eggs",Meat (goat),Retail,481.25
2021-06-15,Turkana,Kakuma 3,milk and dairy,Milk (UHT),Retail,63.78
2021-06-15,Turkana,Kakuma 3,miscellaneous food,Salt,Retail,10.0
2021-06-15,Turkana,Kakuma 3,miscellaneous food,Sugar,Retail,113.61
2021-06-15,Turkana,Kakuma 3,oil and fats,Oil (vegetable),Retail,208.42
2021-06-15,Turkana,Kakuma 3,pulses and nuts,Beans (dry),Retail,107.71
2021-06-15,Turkana,Kakuma 3,vegetables and fruits,Bananas,Retail,20.0
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Maize,Retail,45.24
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Maize flour,Retail,69.44
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Potatoes (Irish),Retail,55.35
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Rice,Retail,102.92
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Sorghum,Retail,33.0
2021-06-15,Turkana,Kakuma 4,cereals and tubers,Wheat flour,Retail,71.22
2021-06-15,Turkana,Kakuma 4,"meat, fish and eggs",Meat (beef),Retail,465.0
2021-06-15,Turkana,Kakuma 4,"meat, fish and eggs",Meat (goat),Retail,486.67
2021-06-15,Turkana,Kakuma 4,milk and dairy,Milk (UHT),Retail,78.54
2021-06-15,Turkana,Kakuma 4,miscellaneous food,Salt,Retail,12.5
2021-06-15,Turkana,Kakuma 4,miscellaneous food,Sugar,Retail,114.65
2021-06-15,Turkana,Kakuma 4,oil and fats,Oil (vegetable),Retail,217.25
2021-06-15,Turkana,Kakuma 4,pulses and nuts,Beans (dry),Retail,113.89
2021-06-15,Turkana,Kakuma 4,vegetables and fruits,Bananas,Retail,20.0
2021-06-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,Retail,43.97
2021-06-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,Retail,67.94
2021-06-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),Retail,60.0
2021-06-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,Retail,100.88
2021-06-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Wheat flour,Retail,70.0
2021-06-15,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (beef),Retail,500.0
